,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemploy-ment Rate (%)
8092,CN3010300000000,30.0,103.0,"Treasure County, MT",2017.0,342     ,329     ,13     ,3.8
8093,CN3010500000000,30.0,105.0,"Valley County, MT",2017.0,4185     ,4046     ,139     ,3.3
8094,CN3010700000000,30.0,107.0,"Wheatland County, MT",2017.0,789     ,754     ,35     ,4.4
8095,CN3010900000000,30.0,109.0,"Wibaux County, MT",2017.0,486     ,470     ,16     ,3.3
8096,CN3011100000000,30.0,111.0,"Yellowstone County, MT",2017.0,81822     ,78912     ,2910     ,3.6
8097,CN3100100000000,31.0,1.0,"Adams County, NE",2017.0,16775     ,16249     ,526     ,3.1
8098,CN3100300000000,31.0,3.0,"Antelope County, NE",2017.0,3595     ,3505     ,90     ,2.5
8099,CN3100500000000,31.0,5.0,"Arthur County, NE",2017.0,223     ,210     ,13     ,5.8
8100,CN3100700000000,31.0,7.0,"Banner County, NE",2017.0,393     ,379     ,14     ,3.6
8101,CN3100900000000,31.0,9.0,"Blaine County, NE",2017.0,264     ,252     ,12     ,4.5
8102,CN3101100000000,31.0,11.0,"Boone County, NE",2017.0,2956     ,2883     ,73     ,2.5
8103,CN3101300000000,31.0,13.0,"Box Butte County, NE",2017.0,5478     ,5295     ,183     ,3.3
8104,CN3101500000000,31.0,15.0,"Boyd County, NE",2017.0,1089     ,1052     ,37     ,3.4
8105,CN3101700000000,31.0,17.0,"Brown County, NE",2017.0,1415     ,1368     ,47     ,3.3
8106,CN3101900000000,31.0,19.0,"Buffalo County, NE",2017.0,27526     ,26850     ,676     ,2.5
8107,CN3102100000000,31.0,21.0,"Burt County, NE",2017.0,3537     ,3406     ,131     ,3.7
8108,CN3102300000000,31.0,23.0,"Butler County, NE",2017.0,4606     ,4476     ,130     ,2.8
8109,CN3102500000000,31.0,25.0,"Cass County, NE",2017.0,13289     ,12864     ,425     ,3.2
8110,CN3102700000000,31.0,27.0,"Cedar County, NE",2017.0,4511     ,4409     ,102     ,2.3
8111,CN3102900000000,31.0,29.0,"Chase County, NE",2017.0,2325     ,2281     ,44     ,1.9
8112,CN3103100000000,31.0,31.0,"Cherry County, NE",2017.0,3423     ,3343     ,80     ,2.3
8113,CN3103300000000,31.0,33.0,"Cheyenne County, NE",2017.0,5147     ,4997     ,150     ,2.9
8114,CN3103500000000,31.0,35.0,"Clay County, NE",2017.0,3308     ,3204     ,104     ,3.1
8115,CN3103700000000,31.0,37.0,"Colfax County, NE",2017.0,5651     ,5513     ,138     ,2.4
8116,CN3103900000000,31.0,39.0,"Cuming County, NE",2017.0,4774     ,4643     ,131     ,2.7
8117,CN3104100000000,31.0,41.0,"Custer County, NE",2017.0,6444     ,6303     ,141     ,2.2
8118,CN3104300000000,31.0,43.0,"Dakota County, NE",2017.0,10733     ,10292     ,441     ,4.1
8119,CN3104500000000,31.0,45.0,"Dawes County, NE",2017.0,5210     ,5066     ,144     ,2.8
8120,CN3104700000000,31.0,47.0,"Dawson County, NE",2017.0,13060     ,12681     ,379     ,2.9
8121,CN3104900000000,31.0,49.0,"Deuel County, NE",2017.0,1045     ,1018     ,27     ,2.6
8122,CN3105100000000,31.0,51.0,"Dixon County, NE",2017.0,3043     ,2947     ,96     ,3.2
8123,CN3105300000000,31.0,53.0,"Dodge County, NE",2017.0,19536     ,18981     ,555     ,2.8
8124,CN3105500000000,31.0,55.0,"Douglas County, NE",2017.0,293773     ,284301     ,9472     ,3.2
8125,CN3105700000000,31.0,57.0,"Dundy County, NE",2017.0,1192     ,1163     ,29     ,2.4
8126,CN3105900000000,31.0,59.0,"Fillmore County, NE",2017.0,3134     ,3055     ,79     ,2.5
8127,CN3106100000000,31.0,61.0,"Franklin County, NE",2017.0,1490     ,1445     ,45     ,3.0
8128,CN3106300000000,31.0,63.0,"Frontier County, NE",2017.0,1575     ,1535     ,40     ,2.5
8129,CN3106500000000,31.0,65.0,"Furnas County, NE",2017.0,2702     ,2636     ,66     ,2.4
8130,CN3106700000000,31.0,67.0,"Gage County, NE",2017.0,11062     ,10672     ,390     ,3.5
8131,CN3106900000000,31.0,69.0,"Garden County, NE",2017.0,1201     ,1167     ,34     ,2.8
8132,CN3107100000000,31.0,71.0,"Garfield County, NE",2017.0,1168     ,1137     ,31     ,2.7
8133,CN3107300000000,31.0,73.0,"Gosper County, NE",2017.0,1055     ,1026     ,29     ,2.7
8134,CN3107500000000,31.0,75.0,"Grant County, NE",2017.0,443     ,433     ,10     ,2.3
8135,CN3107700000000,31.0,77.0,"Greeley County, NE",2017.0,1232     ,1194     ,38     ,3.1
8136,CN3107900000000,31.0,79.0,"Hall County, NE",2017.0,31887     ,30781     ,1106     ,3.5
8137,CN3108100000000,31.0,81.0,"Hamilton County, NE",2017.0,4725     ,4605     ,120     ,2.5
8138,CN3108300000000,31.0,83.0,"Harlan County, NE",2017.0,1789     ,1743     ,46     ,2.6
8139,CN3108500000000,31.0,85.0,"Hayes County, NE",2017.0,577     ,563     ,14     ,2.4
8140,CN3108700000000,31.0,87.0,"Hitchcock County, NE",2017.0,1274     ,1230     ,44     ,3.5
8141,CN3108900000000,31.0,89.0,"Holt County, NE",2017.0,5805     ,5662     ,143     ,2.5
8142,CN3109100000000,31.0,91.0,"Hooker County, NE",2017.0,399     ,384     ,15     ,3.8
8143,CN3109300000000,31.0,93.0,"Howard County, NE",2017.0,3349     ,3246     ,103     ,3.1
8144,CN3109500000000,31.0,95.0,"Jefferson County, NE",2017.0,4235     ,4131     ,104     ,2.5
8145,CN3109700000000,31.0,97.0,"Johnson County, NE",2017.0,2095     ,2023     ,72     ,3.4
8146,CN3109900000000,31.0,99.0,"Kearney County, NE",2017.0,3791     ,3706     ,85     ,2.2
8147,CN3110100000000,31.0,101.0,"Keith County, NE",2017.0,4633     ,4491     ,142     ,3.1
8148,CN3110300000000,31.0,103.0,"Keya Paha County, NE",2017.0,612     ,597     ,15     ,2.5
8149,CN3110500000000,31.0,105.0,"Kimball County, NE",2017.0,1991     ,1934     ,57     ,2.9
8150,CN3110700000000,31.0,107.0,"Knox County, NE",2017.0,4734     ,4569     ,165     ,3.5
8151,CN3110900000000,31.0,109.0,"Lancaster County, NE",2017.0,172124     ,167501     ,4623     ,2.7
8152,CN3111100000000,31.0,111.0,"Lincoln County, NE",2017.0,18625     ,18051     ,574     ,3.1
8153,CN3111300000000,31.0,113.0,"Logan County, NE",2017.0,475     ,462     ,13     ,2.7
8154,CN3111500000000,31.0,115.0,"Loup County, NE",2017.0,402     ,390     ,12     ,3.0
8155,CN3111700000000,31.0,117.0,"McPherson County, NE",2017.0,456     ,446     ,10     ,2.2
8156,CN3111900000000,31.0,119.0,"Madison County, NE",2017.0,19434     ,18918     ,516     ,2.7
8157,CN3112100000000,31.0,121.0,"Merrick County, NE",2017.0,4092     ,3977     ,115     ,2.8
8158,CN3112300000000,31.0,123.0,"Morrill County, NE",2017.0,2631     ,2552     ,79     ,3.0
8159,CN3112500000000,31.0,125.0,"Nance County, NE",2017.0,2037     ,1986     ,51     ,2.5
8160,CN3112700000000,31.0,127.0,"Nemaha County, NE",2017.0,3637     ,3494     ,143     ,3.9
8161,CN3112900000000,31.0,129.0,"Nuckolls County, NE",2017.0,2383     ,2319     ,64     ,2.7
8162,CN3113100000000,31.0,131.0,"Otoe County, NE",2017.0,8232     ,7954     ,278     ,3.4
8163,CN3113300000000,31.0,133.0,"Pawnee County, NE",2017.0,1517     ,1471     ,46     ,3.0
8164,CN3113500000000,31.0,135.0,"Perkins County, NE",2017.0,1823     ,1788     ,35     ,1.9
8165,CN3113700000000,31.0,137.0,"Phelps County, NE",2017.0,4950     ,4834     ,116     ,2.3
8166,CN3113900000000,31.0,139.0,"Pierce County, NE",2017.0,4155     ,4041     ,114     ,2.7
8167,CN3114100000000,31.0,141.0,"Platte County, NE",2017.0,17406     ,16900     ,506     ,2.9
8168,CN3114300000000,31.0,143.0,"Polk County, NE",2017.0,2919     ,2849     ,70     ,2.4
8169,CN3114500000000,31.0,145.0,"Red Willow County, NE",2017.0,5894     ,5743     ,151     ,2.6
8170,CN3114700000000,31.0,147.0,"Richardson County, NE",2017.0,4251     ,4111     ,140     ,3.3
8171,CN3114900000000,31.0,149.0,"Rock County, NE",2017.0,913     ,889     ,24     ,2.6
8172,CN3115100000000,31.0,151.0,"Saline County, NE",2017.0,7463     ,7231     ,232     ,3.1
8173,CN3115300000000,31.0,153.0,"Sarpy County, NE",2017.0,94047     ,91389     ,2658     ,2.8
8174,CN3115500000000,31.0,155.0,"Saunders County, NE",2017.0,10937     ,10627     ,310     ,2.8
8175,CN3115700000000,31.0,157.0,"Scotts Bluff County, NE",2017.0,18557     ,17913     ,644     ,3.5
8176,CN3115900000000,31.0,159.0,"Seward County, NE",2017.0,8695     ,8458     ,237     ,2.7
8177,CN3116100000000,31.0,161.0,"Sheridan County, NE",2017.0,2739     ,2666     ,73     ,2.7
8178,CN3116300000000,31.0,163.0,"Sherman County, NE",2017.0,1709     ,1659     ,50     ,2.9
8179,CN3116500000000,31.0,165.0,"Sioux County, NE",2017.0,762     ,739     ,23     ,3.0
8180,CN3116700000000,31.0,167.0,"Stanton County, NE",2017.0,3509     ,3409     ,100     ,2.8
8181,CN3116900000000,31.0,169.0,"Thayer County, NE",2017.0,2889     ,2823     ,66     ,2.3
8182,CN3117100000000,31.0,171.0,"Thomas County, NE",2017.0,440     ,426     ,14     ,3.2
8183,CN3117300000000,31.0,173.0,"Thurston County, NE",2017.0,3042     ,2889     ,153     ,5.0
8184,CN3117500000000,31.0,175.0,"Valley County, NE",2017.0,2130     ,2073     ,57     ,2.7
8185,CN3117700000000,31.0,177.0,"Washington County, NE",2017.0,11248     ,10895     ,353     ,3.1
8186,CN3117900000000,31.0,179.0,"Wayne County, NE",2017.0,5706     ,5568     ,138     ,2.4
8187,CN3118100000000,31.0,181.0,"Webster County, NE",2017.0,1678     ,1628     ,50     ,3.0
8188,CN3118300000000,31.0,183.0,"Wheeler County, NE",2017.0,589     ,576     ,13     ,2.2
8189,CN3118500000000,31.0,185.0,"York County, NE",2017.0,7395     ,7204     ,191     ,2.6
8190,CN3200100000000,32.0,1.0,"Churchill County, NV",2017.0,10445     ,9978     ,467     ,4.5
8191,CN3200300000000,32.0,3.0,"Clark County, NV",2017.0,1060593     ,1005370     ,55223     ,5.2
8192,CN3200500000000,32.0,5.0,"Douglas County, NV",2017.0,22201     ,21131     ,1070     ,4.8
8193,CN3200700000000,32.0,7.0,"Elko County, NV",2017.0,26567     ,25588     ,979     ,3.7
8194,CN3200900000000,32.0,9.0,"Esmeralda County, NV",2017.0,481     ,461     ,20     ,4.2
8195,CN3201100000000,32.0,11.0,"Eureka County, NV",2017.0,1036     ,1005     ,31     ,3.0
8196,CN3201300000000,32.0,13.0,"Humboldt County, NV",2017.0,7987     ,7648     ,339     ,4.2
8197,CN3201500000000,32.0,15.0,"Lander County, NV",2017.0,3085     ,2945     ,140     ,4.5
8198,CN3201700000000,32.0,17.0,"Lincoln County, NV",2017.0,1997     ,1902     ,95     ,4.8
8199,CN3201900000000,32.0,19.0,"Lyon County, NV",2017.0,21479     ,20190     ,1289     ,6.0
8200,CN3202100000000,32.0,21.0,"Mineral County, NV",2017.0,1963     ,1856     ,107     ,5.5
8201,CN3202300000000,32.0,23.0,"Nye County, NV",2017.0,15988     ,14962     ,1026     ,6.4
8202,CN3202700000000,32.0,27.0,"Pershing County, NV",2017.0,2520     ,2404     ,116     ,4.6
8203,CN3202900000000,32.0,29.0,"Storey County, NV",2017.0,1898     ,1803     ,95     ,5.0
8204,CN3203100000000,32.0,31.0,"Washoe County, NV",2017.0,236461     ,226656     ,9805     ,4.1
8205,CN3203300000000,32.0,33.0,"White Pine County, NV",2017.0,4424     ,4244     ,180     ,4.1
8206,CN3251000000000,32.0,510.0,"Carson City, NV",2017.0,25143     ,23882     ,1261     ,5.0
8207,CN3300100000000,33.0,1.0,"Belknap County, NH",2017.0,31267     ,30407     ,860     ,2.8
8208,CN3300300000000,33.0,3.0,"Carroll County, NH",2017.0,23675     ,23019     ,656     ,2.8
8209,CN3300500000000,33.0,5.0,"Cheshire County, NH",2017.0,41174     ,40065     ,1109     ,2.7
8210,CN3300700000000,33.0,7.0,"Coos County, NH",2017.0,14540     ,14020     ,520     ,3.6
8211,CN3300900000000,33.0,9.0,"Grafton County, NH",2017.0,49540     ,48412     ,1128     ,2.3
8212,CN3301100000000,33.0,11.0,"Hillsborough County, NH",2017.0,235223     ,228253     ,6970     ,3.0
8213,CN3301300000000,33.0,13.0,"Merrimack County, NH",2017.0,82459     ,80429     ,2030     ,2.5
8214,CN3301500000000,33.0,15.0,"Rockingham County, NH",2017.0,184018     ,178435     ,5583     ,3.0
8215,CN3301700000000,33.0,17.0,"Strafford County, NH",2017.0,72879     ,71060     ,1819     ,2.5
8216,CN3301900000000,33.0,19.0,"Sullivan County, NH",2017.0,23357     ,22818     ,539     ,2.3
8217,CN3400100000000,34.0,1.0,"Atlantic County, NJ",2017.0,122687     ,113992     ,8695     ,7.1
8218,CN3400300000000,34.0,3.0,"Bergen County, NJ",2017.0,492960     ,474208     ,18752     ,3.8
8219,CN3400500000000,34.0,5.0,"Burlington County, NJ",2017.0,237722     ,228177     ,9545     ,4.0
8220,CN3400700000000,34.0,7.0,"Camden County, NJ",2017.0,261449     ,248410     ,13039     ,5.0
8221,CN3400900000000,34.0,9.0,"Cape May County, NJ",2017.0,47648     ,43332     ,4316     ,9.1
8222,CN3401100000000,34.0,11.0,"Cumberland County, NJ",2017.0,67532     ,62922     ,4610     ,6.8
8223,CN3401300000000,34.0,13.0,"Essex County, NJ",2017.0,381045     ,359991     ,21054     ,5.5
8224,CN3401500000000,34.0,15.0,"Gloucester County, NJ",2017.0,154014     ,146898     ,7116     ,4.6
8225,CN3401700000000,34.0,17.0,"Hudson County, NJ",2017.0,373519     ,357634     ,15885     ,4.3
8226,CN3401900000000,34.0,19.0,"Hunterdon County, NJ",2017.0,65868     ,63591     ,2277     ,3.5
8227,CN3402100000000,34.0,21.0,"Mercer County, NJ",2017.0,204042     ,195887     ,8155     ,4.0
8228,CN3402300000000,34.0,23.0,"Middlesex County, NJ",2017.0,452408     ,434331     ,18077     ,4.0
8229,CN3402500000000,34.0,25.0,"Monmouth County, NJ",2017.0,336172     ,322602     ,13570     ,4.0
8230,CN3402700000000,34.0,27.0,"Morris County, NJ",2017.0,264364     ,254986     ,9378     ,3.5
8231,CN3402900000000,34.0,29.0,"Ocean County, NJ",2017.0,277823     ,264758     ,13065     ,4.7
8232,CN3403100000000,34.0,31.0,"Passaic County, NJ",2017.0,250172     ,236165     ,14007     ,5.6
8233,CN3403300000000,34.0,33.0,"Salem County, NJ",2017.0,30191     ,28370     ,1821     ,6.0
8234,CN3403500000000,34.0,35.0,"Somerset County, NJ",2017.0,176740     ,170185     ,6555     ,3.7
8235,CN3403700000000,34.0,37.0,"Sussex County, NJ",2017.0,75942     ,72659     ,3283     ,4.3
8236,CN3403900000000,34.0,39.0,"Union County, NJ",2017.0,285104     ,271857     ,13247     ,4.6
8237,CN3404100000000,34.0,41.0,"Warren County, NJ",2017.0,57554     ,55197     ,2357     ,4.1
8238,CN3500100000000,35.0,1.0,"Bernalillo County, NM",2017.0,332042     ,314092     ,17950     ,5.4
8239,CN3500300000000,35.0,3.0,"Catron County, NM",2017.0,1176     ,1095     ,81     ,6.9
8240,CN3500500000000,35.0,5.0,"Chaves County, NM",2017.0,27762     ,25999     ,1763     ,6.4
8241,CN3500600000000,35.0,6.0,"Cibola County, NM",2017.0,9206     ,8501     ,705     ,7.7
8242,CN3500700000000,35.0,7.0,"Colfax County, NM",2017.0,5751     ,5411     ,340     ,5.9
8243,CN3500900000000,35.0,9.0,"Curry County, NM",2017.0,22524     ,21457     ,1067     ,4.7
8244,CN3501100000000,35.0,11.0,"De Baca County, NM",2017.0,857     ,818     ,39     ,4.6
8245,CN3501300000000,35.0,13.0,"Dona Ana County, NM",2017.0,96802     ,90304     ,6498     ,6.7
8246,CN3501500000000,35.0,15.0,"Eddy County, NM",2017.0,29475     ,27954     ,1521     ,5.2
8247,CN3501700000000,35.0,17.0,"Grant County, NM",2017.0,12379     ,11635     ,744     ,6.0
8248,CN3501900000000,35.0,19.0,"Guadalupe County, NM",2017.0,1661     ,1554     ,107     ,6.4
8249,CN3502100000000,35.0,21.0,"Harding County, NM",2017.0,284     ,267     ,17     ,6.0
8250,CN3502300000000,35.0,23.0,"Hidalgo County, NM",2017.0,2154     ,2045     ,109     ,5.1
8251,CN3502500000000,35.0,25.0,"Lea County, NM",2017.0,28133     ,26313     ,1820     ,6.5
8252,CN3502700000000,35.0,27.0,"Lincoln County, NM",2017.0,8806     ,8327     ,479     ,5.4
8253,CN3502800000000,35.0,28.0,"Los Alamos County, NM",2017.0,9221     ,8871     ,350     ,3.8
8254,CN3502900000000,35.0,29.0,"Luna County, NM",2017.0,10657     ,9178     ,1479     ,13.9
8255,CN3503100000000,35.0,31.0,"McKinley County, NM",2017.0,24556     ,22468     ,2088     ,8.5
8256,CN3503300000000,35.0,33.0,"Mora County, NM",2017.0,2232     ,2057     ,175     ,7.8
8257,CN3503500000000,35.0,35.0,"Otero County, NM",2017.0,25216     ,23695     ,1521     ,6.0
8258,CN3503700000000,35.0,37.0,"Quay County, NM",2017.0,3289     ,3089     ,200     ,6.1
8259,CN3503900000000,35.0,39.0,"Rio Arriba County, NM",2017.0,16973     ,15902     ,1071     ,6.3
8260,CN3504100000000,35.0,41.0,"Roosevelt County, NM",2017.0,8082     ,7667     ,415     ,5.1
8261,CN3504300000000,35.0,43.0,"Sandoval County, NM",2017.0,65261     ,61293     ,3968     ,6.1
8262,CN3504500000000,35.0,45.0,"San Juan County, NM",2017.0,54555     ,50494     ,4061     ,7.4
8263,CN3504700000000,35.0,47.0,"San Miguel County, NM",2017.0,11091     ,10279     ,812     ,7.3
8264,CN3504900000000,35.0,49.0,"Santa Fe County, NM",2017.0,74245     ,70515     ,3730     ,5.0
8265,CN3505100000000,35.0,51.0,"Sierra County, NM",2017.0,4214     ,3890     ,324     ,7.7
8266,CN3505300000000,35.0,53.0,"Socorro County, NM",2017.0,6669     ,6248     ,421     ,6.3
8267,CN3505500000000,35.0,55.0,"Taos County, NM",2017.0,15246     ,14057     ,1189     ,7.8
8268,CN3505700000000,35.0,57.0,"Torrance County, NM",2017.0,5644     ,5167     ,477     ,8.5
8269,CN3505900000000,35.0,59.0,"Union County, NM",2017.0,1933     ,1861     ,72     ,3.7
8270,CN3506100000000,35.0,61.0,"Valencia County, NM",2017.0,30485     ,28486     ,1999     ,6.6
8271,CN3600100000000,36.0,1.0,"Albany County, NY",2017.0,161093     ,154316     ,6777     ,4.2
8272,CN3600300000000,36.0,3.0,"Allegany County, NY",2017.0,20060     ,18740     ,1320     ,6.6
8273,CN3600500000000,36.0,5.0,"Bronx County, NY",2017.0,632929     ,593962     ,38967     ,6.2
8274,CN3600700000000,36.0,7.0,"Broome County, NY",2017.0,86101     ,81335     ,4766     ,5.5
8275,CN3600900000000,36.0,9.0,"Cattaraugus County, NY",2017.0,34913     ,32764     ,2149     ,6.2
8276,CN3601100000000,36.0,11.0,"Cayuga County, NY",2017.0,36537     ,34715     ,1822     ,5.0
8277,CN3601300000000,36.0,13.0,"Chautauqua County, NY",2017.0,56459     ,53096     ,3363     ,6.0
8278,CN3601500000000,36.0,15.0,"Chemung County, NY",2017.0,36329     ,34337     ,1992     ,5.5
8279,CN3601700000000,36.0,17.0,"Chenango County, NY",2017.0,22745     ,21537     ,1208     ,5.3
8280,CN3601900000000,36.0,19.0,"Clinton County, NY",2017.0,36810     ,34880     ,1930     ,5.2
8281,CN3602100000000,36.0,21.0,"Columbia County, NY",2017.0,31685     ,30493     ,1192     ,3.8
8282,CN3602300000000,36.0,23.0,"Cortland County, NY",2017.0,23380     ,22035     ,1345     ,5.8
8283,CN3602500000000,36.0,25.0,"Delaware County, NY",2017.0,19313     ,18252     ,1061     ,5.5
8284,CN3602700000000,36.0,27.0,"Dutchess County, NY",2017.0,145985     ,139767     ,6218     ,4.3
8285,CN3602900000000,36.0,29.0,"Erie County, NY",2017.0,452441     ,429193     ,23248     ,5.1
8286,CN3603100000000,36.0,31.0,"Essex County, NY",2017.0,17481     ,16531     ,950     ,5.4
8287,CN3603300000000,36.0,33.0,"Franklin County, NY",2017.0,20110     ,18901     ,1209     ,6.0
8288,CN3603500000000,36.0,35.0,"Fulton County, NY",2017.0,23587     ,22235     ,1352     ,5.7
8289,CN3603700000000,36.0,37.0,"Genesee County, NY",2017.0,30078     ,28650     ,1428     ,4.7
8290,CN3603900000000,36.0,39.0,"Greene County, NY",2017.0,20887     ,19807     ,1080     ,5.2
8291,CN3604100000000,36.0,41.0,"Hamilton County, NY",2017.0,2359     ,2186     ,173     ,7.3
8292,CN3604300000000,36.0,43.0,"Herkimer County, NY",2017.0,28541     ,26923     ,1618     ,5.7
8293,CN3604500000000,36.0,45.0,"Jefferson County, NY",2017.0,45820     ,42859     ,2961     ,6.5
8294,CN3604700000000,36.0,47.0,"Kings County, NY",2017.0,1264625     ,1206327     ,58298     ,4.6
8295,CN3604900000000,36.0,49.0,"Lewis County, NY",2017.0,11812     ,11034     ,778     ,6.6
8296,CN3605100000000,36.0,51.0,"Livingston County, NY",2017.0,31205     ,29646     ,1559     ,5.0
8297,CN3605300000000,36.0,53.0,"Madison County, NY",2017.0,32984     ,31177     ,1807     ,5.5
8298,CN3605500000000,36.0,55.0,"Monroe County, NY",2017.0,368701     ,350616     ,18085     ,4.9
8299,CN3605700000000,36.0,57.0,"Montgomery County, NY",2017.0,22942     ,21638     ,1304     ,5.7
8300,CN3605900000000,36.0,59.0,"Nassau County, NY",2017.0,719512     ,690355     ,29157     ,4.1
8301,CN3606100000000,36.0,61.0,"New York County, NY",2017.0,958723     ,920354     ,38369     ,4.0
8302,CN3606300000000,36.0,63.0,"Niagara County, NY",2017.0,101274     ,95048     ,6226     ,6.1
8303,CN3606500000000,36.0,65.0,"Oneida County, NY",2017.0,103660     ,98506     ,5154     ,5.0
8304,CN3606700000000,36.0,67.0,"Onondaga County, NY",2017.0,223790     ,213395     ,10395     ,4.6
8305,CN3606900000000,36.0,69.0,"Ontario County, NY",2017.0,55853     ,53365     ,2488     ,4.5
8306,CN3607100000000,36.0,71.0,"Orange County, NY",2017.0,184071     ,175754     ,8317     ,4.5
8307,CN3607300000000,36.0,73.0,"Orleans County, NY",2017.0,17847     ,16800     ,1047     ,5.9
8308,CN3607500000000,36.0,75.0,"Oswego County, NY",2017.0,53681     ,50231     ,3450     ,6.4
8309,CN3607700000000,36.0,77.0,"Otsego County, NY",2017.0,28539     ,27119     ,1420     ,5.0
8310,CN3607900000000,36.0,79.0,"Putnam County, NY",2017.0,51807     ,49642     ,2165     ,4.2
8311,CN3608100000000,36.0,81.0,"Queens County, NY",2017.0,1212317     ,1164592     ,47725     ,3.9
8312,CN3608300000000,36.0,83.0,"Rensselaer County, NY",2017.0,82480     ,78844     ,3636     ,4.4
8313,CN3608500000000,36.0,85.0,"Richmond County, NY",2017.0,230331     ,219832     ,10499     ,4.6
8314,CN3608700000000,36.0,87.0,"Rockland County, NY",2017.0,156380     ,149629     ,6751     ,4.3
8315,CN3608900000000,36.0,89.0,"St. Lawrence County, NY",2017.0,44110     ,41187     ,2923     ,6.6
8316,CN3609100000000,36.0,91.0,"Saratoga County, NY",2017.0,120478     ,115722     ,4756     ,3.9
8317,CN3609300000000,36.0,93.0,"Schenectady County, NY",2017.0,77313     ,73869     ,3444     ,4.5
8318,CN3609500000000,36.0,95.0,"Schoharie County, NY",2017.0,14936     ,14123     ,813     ,5.4
8319,CN3609700000000,36.0,97.0,"Schuyler County, NY",2017.0,8363     ,7881     ,482     ,5.8
8320,CN3609900000000,36.0,99.0,"Seneca County, NY",2017.0,16370     ,15631     ,739     ,4.5
8321,CN3610100000000,36.0,101.0,"Steuben County, NY",2017.0,43455     ,40984     ,2471     ,5.7
8322,CN3610300000000,36.0,103.0,"Suffolk County, NY",2017.0,791045     ,755844     ,35201     ,4.4
8323,CN3610500000000,36.0,105.0,"Sullivan County, NY",2017.0,34938     ,33233     ,1705     ,4.9
8324,CN3610700000000,36.0,107.0,"Tioga County, NY",2017.0,23168     ,21984     ,1184     ,5.1
8325,CN3610900000000,36.0,109.0,"Tompkins County, NY",2017.0,50839     ,48645     ,2194     ,4.3
8326,CN3611100000000,36.0,111.0,"Ulster County, NY",2017.0,89679     ,85621     ,4058     ,4.5
8327,CN3611300000000,36.0,113.0,"Warren County, NY",2017.0,32434     ,30733     ,1701     ,5.2
8328,CN3611500000000,36.0,115.0,"Washington County, NY",2017.0,28646     ,27325     ,1321     ,4.6
8329,CN3611700000000,36.0,117.0,"Wayne County, NY",2017.0,44470     ,42273     ,2197     ,4.9
8330,CN3611900000000,36.0,119.0,"Westchester County, NY",2017.0,489676     ,467736     ,21940     ,4.5
8331,CN3612100000000,36.0,121.0,"Wyoming County, NY",2017.0,18237     ,17220     ,1017     ,5.6
8332,CN3612300000000,36.0,123.0,"Yates County, NY",2017.0,11838     ,11322     ,516     ,4.4
8333,CN3700100000000,37.0,1.0,"Alamance County, NC",2017.0,78810     ,75458     ,3352     ,4.3
8334,CN3700300000000,37.0,3.0,"Alexander County, NC",2017.0,17718     ,17073     ,645     ,3.6
8335,CN3700500000000,37.0,5.0,"Alleghany County, NC",2017.0,4301     ,4083     ,218     ,5.1
8336,CN3700700000000,37.0,7.0,"Anson County, NC",2017.0,10377     ,9841     ,536     ,5.2
8337,CN3700900000000,37.0,9.0,"Ashe County, NC",2017.0,12483     ,11970     ,513     ,4.1
8338,CN3701100000000,37.0,11.0,"Avery County, NC",2017.0,7530     ,7208     ,322     ,4.3
8339,CN3701300000000,37.0,13.0,"Beaufort County, NC",2017.0,19708     ,18712     ,996     ,5.1
8340,CN3701500000000,37.0,15.0,"Bertie County, NC",2017.0,7966     ,7495     ,471     ,5.9
8341,CN3701700000000,37.0,17.0,"Bladen County, NC",2017.0,14219     ,13389     ,830     ,5.8
8342,CN3701900000000,37.0,19.0,"Brunswick County, NC",2017.0,50612     ,47744     ,2868     ,5.7
8343,CN3702100000000,37.0,21.0,"Buncombe County, NC",2017.0,134657     ,130012     ,4645     ,3.4
8344,CN3702300000000,37.0,23.0,"Burke County, NC",2017.0,39923     ,38249     ,1674     ,4.2
8345,CN3702500000000,37.0,25.0,"Cabarrus County, NC",2017.0,103213     ,98929     ,4284     ,4.2
8346,CN3702700000000,37.0,27.0,"Caldwell County, NC",2017.0,35997     ,34392     ,1605     ,4.5
8347,CN3702900000000,37.0,29.0,"Camden County, NC",2017.0,4660     ,4457     ,203     ,4.4
8348,CN3703100000000,37.0,31.0,"Carteret County, NC",2017.0,31480     ,30080     ,1400     ,4.4
8349,CN3703300000000,37.0,33.0,"Caswell County, NC",2017.0,9630     ,9175     ,455     ,4.7
8350,CN3703500000000,37.0,35.0,"Catawba County, NC",2017.0,77535     ,74314     ,3221     ,4.2
8351,CN3703700000000,37.0,37.0,"Chatham County, NC",2017.0,33681     ,32374     ,1307     ,3.9
8352,CN3703900000000,37.0,39.0,"Cherokee County, NC",2017.0,11015     ,10467     ,548     ,5.0
8353,CN3704100000000,37.0,41.0,"Chowan County, NC",2017.0,5520     ,5228     ,292     ,5.3
8354,CN3704300000000,37.0,43.0,"Clay County, NC",2017.0,3896     ,3702     ,194     ,5.0
8355,CN3704500000000,37.0,45.0,"Cleveland County, NC",2017.0,46812     ,44647     ,2165     ,4.6
8356,CN3704700000000,37.0,47.0,"Columbus County, NC",2017.0,21973     ,20772     ,1201     ,5.5
